coincidences discrepancies reprod_index
23645767 223 1 0.995535714285714
23648295 223 1 0.995535714285714
23648296 223 1 0.995535714285714
23651889 223 1 0.995535714285714
11819468 223 1 0.995535714285714
11819690 223 1 0.995535714285714
14485093 223 1 0.995535714285714
14485094 223 1 0.995535714285714
14485104 223 1 0.995535714285714
19431361 223 1 0.995535714285714
23648175 223 1 0.995535714285714
23648429 223 1 0.995535714285714
23648430 223 1 0.995535714285714
23648431 223 1 0.995535714285714
23648432 223 1 0.995535714285714
23648545 223 1 0.995535714285714
23648546 223 1 0.995535714285714
23648547 223 1 0.995535714285714
23648548 223 1 0.995535714285714
23648549 223 1 0.995535714285714
23648550 223 1 0.995535714285714
23648551 223 1 0.995535714285714
23648552 223 1 0.995535714285714
23648553 223 1 0.995535714285714
23648554 223 1 0.995535714285714
23648555 223 1 0.995535714285714
23648556 223 1 0.995535714285714
23648557 223 1 0.995535714285714
23648558 223 1 0.995535714285714
23648559 223 1 0.995535714285714
23648560 223 1 0.995535714285714
23648561 223 1 0.995535714285714
23648562 223 1 0.995535714285714
23648563 223 1 0.995535714285714
23648564 223 1 0.995535714285714
23648565 223 1 0.995535714285714
23648566 223 1 0.995535714285714
23648567 223 1 0.995535714285714
23648568 223 1 0.995535714285714
23648569 223 1 0.995535714285714
23648570 223 1 0.995535714285714
23648571 223 1 0.995535714285714
23648572 223 1 0.995535714285714
23648573 223 1 0.995535714285714
23648574 223 1 0.995535714285714
23648575 223 1 0.995535714285714
23648576 223 1 0.995535714285714
23648577 223 1 0.995535714285714
23648578 223 1 0.995535714285714
23648579 223 1 0.995535714285714
23648580 223 1 0.995535714285714
23648581 223 1 0.995535714285714
23648582 223 1 0.995535714285714
23651604 223 1 0.995535714285714
23651890 223 1 0.995535714285714
23651891 223 1 0.995535714285714
23652258 223 1 0.995535714285714
15733955 222 1 0.995515695067265
7531207 222 1 0.995515695067265
7531255 222 1 0.995515695067265
7632352 222 1 0.995515695067265
7574674 223 0 1
11820140 222 1 0.995515695067265
7569831 222 1 0.995515695067265
9839536 222 1 0.995515695067265
7564721 223 0 1
7616335 222 1 0.995515695067265
7531932 222 1 0.995515695067265
7608065 222 1 0.995515695067265
7526574 222 1 0.995515695067265
9835354 222 1 0.995515695067265
11814744 223 0 1
7608998 222 1 0.995515695067265
7533527 222 1 0.995515695067265
7536655 222 1 0.995515695067265
7531736 222 1 0.995515695067265
14314097 222 1 0.995515695067265
11822772 222 1 0.995515695067265
7531291 222 1 0.995515695067265
14313357 223 1 0.995535714285714
7537520 223 0 1
7607071 223 0 1
7535135 223 0 1
19448324 222 1 0.995515695067265
7559737 222 1 0.995515695067265
7616418 222 1 0.995515695067265
9847590 222 1 0.995515695067265
7533595 223 1 0.995535714285714
7532922 223 0 1
15733859 222 1 0.995515695067265
15733471 223 0 1
15732894 222 1 0.995515695067265
7604364 223 0 1
9842895 222 1 0.995515695067265
7530902 222 1 0.995515695067265
9846681 222 1 0.995515695067265
7533976 223 0 1
7528417 222 1 0.995515695067265
7602265 223 0 1
9838930 222 1 0.995515695067265
7609365 222 1 0.995515695067265
11815464 222 1 0.995515695067265
15729915 222 1 0.995515695067265
7531772 224 0 1
14312660 222 1 0.995515695067265
7614139 223 0 1
7629910 222 1 0.995515695067265
14509100 223 0 1
7601896 223 0 1
14312505 222 1 0.995515695067265
11815438 222 1 0.995515695067265
9837792 222 1 0.995515695067265
7611355 222 1 0.995515695067265
7608422 222 1 0.995515695067265
7625203 223 0 1
7622080 222 1 0.995515695067265
7600311 222 1 0.995515695067265
7527681 222 1 0.995515695067265
23652196 223 0 1
15733498 222 1 0.995515695067265
19449067 222 1 0.995515695067265
9837137 222 1 0.995515695067265
9836709 222 1 0.995515695067265
7629073 222 1 0.995515695067265
7540992 223 0 1
7609192 223 0 1
7572846 223 0 1
23651401 222 1 0.995515695067265
7601951 222 1 0.995515695067265
23645689 222 1 0.995515695067265
9846842 222 1 0.995515695067265
7552846 222 1 0.995515695067265
7602458 222 1 0.995515695067265
7533913 222 1 0.995515695067265
7566184 223 0 1
9837223 222 1 0.995515695067265
9839599 222 1 0.995515695067265
23645688 222 1 0.995515695067265
9844041 222 1 0.995515695067265
7529017 223 0 1
14312642 222 1 0.995515695067265
7574198 223 0 1
23654053 222 1 0.995515695067265
9838022 222 1 0.995515695067265
9837432 222 1 0.995515695067265
7533392 223 0 1
15729886 223 0 1
7538959 222 1 0.995515695067265
7527702 223 0 1
7534538 223 0 1
7535548 224 0 1
9837399 222 1 0.995515695067265
21585631 222 1 0.995515695067265
23652193 222 1 0.995515695067265
9837858 222 1 0.995515695067265
15730898 223 0 1
7536309 223 0 1
15732765 223 0 1
9839551 222 1 0.995515695067265
15728462 222 1 0.995515695067265
9838068 222 1 0.995515695067265
23652845 222 1 0.995515695067265
15733165 222 1 0.995515695067265
7606427 222 1 0.995515695067265
7535239 222 1 0.995515695067265
14313467 222 1 0.995515695067265
9844422 222 1 0.995515695067265
7536218 223 1 0.995535714285714
7535319 223 1 0.995535714285714
9840708 222 1 0.995515695067265
9846861 222 1 0.995515695067265
7607834 222 1 0.995515695067265
14482854 223 0 1
9840111 222 1 0.995515695067265
7609044 222 1 0.995515695067265
7621948 222 1 0.995515695067265
19427591 222 1 0.995515695067265
25941091 222 1 0.995515695067265
9845118 222 1 0.995515695067265
7622412 222 1 0.995515695067265
9837721 223 0 1
7612169 222 1 0.995515695067265
9843658 223 0 1
7630392 222 1 0.995515695067265
9844648 222 1 0.995515695067265
23896494 222 1 0.995515695067265
7547556 222 1 0.995515695067265
7560854 222 1 0.995515695067265
25938234 223 0 1
7606802 222 1 0.995515695067265
7536845 222 1 0.995515695067265
15730590 223 0 1
7605604 222 1 0.995515695067265
25938609 223 0 1
7613700 222 1 0.995515695067265
7619259 222 1 0.995515695067265
15730471 222 1 0.995515695067265
14506054 222 1 0.995515695067265
15733741 223 0 1
9846936 222 1 0.995515695067265
11814929 222 1 0.995515695067265
7532490 222 1 0.995515695067265
11824266 222 1 0.995515695067265
11824765 222 1 0.995515695067265
11819126 223 0 1
7608135 223 0 1
11815981 223 0 1
7533481 223 0 1
7563655 222 1 0.995515695067265
7531404 222 1 0.995515695067265
7605822 223 0 1
9837599 223 0 1
7536469 222 1 0.995515695067265
9843157 223 0 1
9847246 223 0 1
7554737 222 1 0.995515695067265
14313203 223 0 1
9837113 223 0 1
7571921 223 0 1
7612914 223 0 1
11819645 222 1 0.995515695067265
23653760 222 1 0.995515695067265
19449707 222 1 0.995515695067265
9843554 222 1 0.995515695067265
7607384 223 0 1
9837013 222 1 0.995515695067265
11821936 222 1 0.995515695067265
9837415 223 0 1
9837143 222 1 0.995515695067265
7533827 222 1 0.995515695067265
11827549 223 0 1
7534798 223 0 1
7603503 223 1 0.995535714285714
7622406 222 1 0.995515695067265
7603256 223 0 1
11824139 222 1 0.995515695067265
7625284 223 0 1
7574599 222 1 0.995515695067265
7625012 223 0 1
7619946 222 1 0.995515695067265
7548430 222 1 0.995515695067265
7533943 223 0 1
7535604 222 1 0.995515695067265
7604842 223 0 1
11816062 223 0 1
15729959 222 1 0.995515695067265
7608837 223 0 1
7541679 222 1 0.995515695067265
7624957 223 0 1
7551762 222 1 0.995515695067265
7605785 224 0 1
7625280 223 1 0.995535714285714
9838638 222 1 0.995515695067265
11818374 222 1 0.995515695067265
7552732 223 0 1
9842332 222 1 0.995515695067265
7537338 223 0 1
9844663 222 1 0.995515695067265
9848789 223 0 1
7604823 222 1 0.995515695067265
7536878 222 1 0.995515695067265
9837291 223 0 1
14488442 223 0 1
7605041 222 1 0.995515695067265
11816135 222 1 0.995515695067265
11816789 223 0 1
7608381 222 1 0.995515695067265
9849019 223 1 0.995535714285714
9836766 222 1 0.995515695067265
11817886 223 0 1
7626971 222 1 0.995515695067265
7606447 223 1 0.995535714285714
7603697 223 0 1
7625275 223 0 1
7608665 223 0 1
7543839 223 0 1
7600973 222 1 0.995515695067265
9837920 222 1 0.995515695067265
7572466 222 1 0.995515695067265
14506501 222 1 0.995515695067265
9844475 222 1 0.995515695067265
11827585 223 0 1
7629457 222 1 0.995515695067265
14481891 222 1 0.995515695067265
11816222 222 1 0.995515695067265
11818046 222 1 0.995515695067265
7617443 223 0 1
11822197 223 0 1
7619816 222 1 0.995515695067265
7544901 223 1 0.995535714285714
7607310 223 0 1
7537256 223 0 1
11815920 222 1 0.995515695067265
9846521 222 1 0.995515695067265
7607457 222 1 0.995515695067265
7625792 223 0 1
7607641 222 1 0.995515695067265
14481256 223 0 1
7573742 222 1 0.995515695067265
11816066 223 0 1
7608084 223 0 1
11816725 223 0 1
7631228 223 0 1
7620345 222 1 0.995515695067265
11816863 223 0 1
7537452 223 1 0.995535714285714
7605569 222 1 0.995515695067265
14481091 223 0 1
7605098 222 1 0.995515695067265
11817899 223 0 1
7608544 222 1 0.995515695067265
11816366 222 1 0.995515695067265
14485344 223 0 1
14483317 223 0 1
9836120 223 0 1
11815555 222 1 0.995515695067265
14483097 222 1 0.995515695067265
11825801 223 0 1
11821895 223 0 1
7609880 222 1 0.995515695067265
7608554 222 1 0.995515695067265
7604460 223 0 1
7609342 223 0 1
11815242 222 1 0.995515695067265
14504477 223 0 1
11816666 223 0 1
11818391 222 1 0.995515695067265
11819317 223 0 1
14487096 222 1 0.995515695067265
14484044 222 1 0.995515695067265
7606542 223 1 0.995535714285714
9840132 222 1 0.995515695067265
14482906 223 0 1
7609297 222 1 0.995515695067265
15731466 222 1 0.995515695067265
19449685 223 0 1
14486812 222 1 0.995515695067265
14482575 223 0 1
14487057 222 1 0.995515695067265
11821948 223 0 1
14481775 222 1 0.995515695067265
15731892 222 1 0.995515695067265
14504092 223 0 1
11819462 223 0 1
14484853 222 1 0.995515695067265
9847264 222 1 0.995515695067265
11819705 222 1 0.995515695067265
7607511 223 0 1
14482954 222 1 0.995515695067265
11819716 223 0 1
11820806 224 0 1
14490367 222 1 0.995515695067265
19431162 222 1 0.995515695067265
14480665 223 0 1
11817966 223 0 1
11817636 222 1 0.995515695067265
14484866 222 1 0.995515695067265
7609831 222 1 0.995515695067265
9839921 222 1 0.995515695067265
11819970 222 1 0.995515695067265
11817913 223 0 1
11819087 223 0 1
14490021 223 0 1
14488616 222 1 0.995515695067265
11819793 222 1 0.995515695067265
15732509 223 0 1
9838956 222 1 0.995515695067265
14482590 223 1 0.995535714285714
9838561 222 1 0.995515695067265
7562360 223 0 1
7527294 222 0 1
7563549 221 1 0.995495495495496
7527124 222 0 1
7603370 221 1 0.995495495495496
7570345 221 1 0.995495495495496
7623134 222 1 0.995515695067265
7528752 221 1 0.995495495495496
7604248 222 0 1
7571428 222 0 1
7526084 221 1 0.995495495495496
9839171 221 1 0.995495495495496
9843510 221 1 0.995495495495496
7629919 221 1 0.995495495495496
7602574 222 0 1
7533215 222 1 0.995515695067265
7536513 221 1 0.995495495495496
7624226 222 0 1
7632556 221 1 0.995495495495496
7538341 222 0 1
7602627 222 0 1
7544537 222 0 1
7545324 221 1 0.995495495495496
9840902 221 1 0.995495495495496
9845095 221 1 0.995495495495496
7604743 222 0 1
7611856 221 1 0.995495495495496
7624441 221 1 0.995495495495496
7543802 222 0 1
7574851 221 1 0.995495495495496
7559495 222 0 1
7544855 221 1 0.995495495495496
7542457 221 1 0.995495495495496
7606115 221 1 0.995495495495496
7617516 222 0 1
7536278 221 1 0.995495495495496
7623660 221 1 0.995495495495496
23651406 221 1 0.995495495495496
7536913 222 0 1
15732791 221 1 0.995495495495496
7632732 221 1 0.995495495495496
23645652 222 0 1
7532927 222 0 1
9836561 222 0 1
7529343 222 0 1
7545254 221 1 0.995495495495496
7533289 221 1 0.995495495495496
7606251 222 0 1
7536617 221 1 0.995495495495496
7605869 221 1 0.995495495495496
7536659 222 0 1
7536902 221 1 0.995495495495496
9835829 221 1 0.995495495495496
7531748 221 1 0.995495495495496
7547910 221 1 0.995495495495496
14312730 221 1 0.995495495495496
7536597 222 0 1
7551589 221 1 0.995495495495496
7569244 222 0 1
7556112 223 0 1
7535295 221 1 0.995495495495496
7542456 221 1 0.995495495495496
7609974 221 1 0.995495495495496
7614172 222 0 1
7532423 221 1 0.995495495495496
7569081 221 1 0.995495495495496
11820454 221 1 0.995495495495496
25940621 221 1 0.995495495495496
7602996 221 1 0.995495495495496
7545937 221 1 0.995495495495496
7536973 223 0 1
9843399 221 1 0.995495495495496
7541164 221 1 0.995495495495496
7608985 221 1 0.995495495495496
15733347 221 1 0.995495495495496
11814756 221 1 0.995495495495496
7625881 222 0 1
9837755 221 1 0.995495495495496
7537553 222 0 1
7529884 221 1 0.995495495495496
7606538 222 1 0.995515695067265
7608412 222 0 1
9839563 221 1 0.995495495495496
7603504 221 1 0.995495495495496
7604406 222 0 1
9848733 222 0 1
9844143 222 0 1
7603470 221 1 0.995495495495496
19449132 221 1 0.995495495495496
7608935 221 1 0.995495495495496
7604488 221 1 0.995495495495496
9844107 221 1 0.995495495495496
7533055 222 0 1
14313823 221 1 0.995495495495496
7559313 222 0 1
9848589 221 1 0.995495495495496
7632550 221 1 0.995495495495496
11825366 221 1 0.995495495495496
15730597 221 1 0.995495495495496
7612323 222 1 0.995515695067265
7548833 221 1 0.995495495495496
7603491 221 1 0.995495495495496
7619964 221 1 0.995495495495496
7538905 222 1 0.995515695067265
7544441 221 1 0.995495495495496
7573544 221 1 0.995495495495496
7602981 223 0 1
9844032 221 1 0.995495495495496
7536294 222 0 1
7562382 221 1 0.995495495495496
7535537 222 0 1
7623665 221 1 0.995495495495496
9834631 221 1 0.995495495495496
9836050 221 1 0.995495495495496
23653363 221 1 0.995495495495496
7604891 221 1 0.995495495495496
11815731 221 1 0.995495495495496
7548997 221 1 0.995495495495496
7608595 221 1 0.995495495495496
7604098 221 1 0.995495495495496
7548248 221 1 0.995495495495496
7624678 222 0 1
7532083 221 1 0.995495495495496
9839473 221 1 0.995495495495496
7620407 222 0 1
7602793 222 0 1
7568444 221 1 0.995495495495496
7625002 221 1 0.995495495495496
15733746 221 1 0.995495495495496
14511053 221 1 0.995495495495496
9839421 221 1 0.995495495495496
14503560 221 1 0.995495495495496
7559471 221 1 0.995495495495496
15733592 221 1 0.995495495495496
7563233 222 0 1
23653195 221 1 0.995495495495496
7528389 221 1 0.995495495495496
9839047 222 0 1
7622744 221 1 0.995495495495496
7617858 221 1 0.995495495495496
14313118 221 1 0.995495495495496
7612178 221 1 0.995495495495496
9839685 221 1 0.995495495495496
7622139 221 1 0.995495495495496
7531129 221 1 0.995495495495496
15734148 221 1 0.995495495495496
23651419 221 1 0.995495495495496
7619288 221 1 0.995495495495496
9836231 221 1 0.995495495495496
15730412 221 1 0.995495495495496
11816510 221 1 0.995495495495496
19427709 222 0 1
7545577 221 1 0.995495495495496
7629156 221 1 0.995495495495496
7606670 222 0 1
7602626 221 1 0.995495495495496
7564709 222 0 1
14312532 221 1 0.995495495495496
7606986 221 1 0.995495495495496
7535099 222 0 1
7534537 222 0 1
7534339 221 1 0.995495495495496
7608419 221 1 0.995495495495496
23653145 221 1 0.995495495495496
14511594 221 1 0.995495495495496
25941363 221 1 0.995495495495496
9840200 221 1 0.995495495495496
9837903 221 1 0.995495495495496
15733104 222 0 1
9838295 221 1 0.995495495495496
15728468 222 0 1
23645670 221 1 0.995495495495496
7533428 221 1 0.995495495495496
14506109 222 0 1
14505862 221 1 0.995495495495496
7536480 221 1 0.995495495495496
7536890 221 1 0.995495495495496
7632247 222 0 1
7605233 223 0 1
15731209 221 1 0.995495495495496
23653294 221 1 0.995495495495496
7531979 223 0 1
23645685 221 1 0.995495495495496
14482847 222 0 1
14313642 221 1 0.995495495495496
7613770 221 1 0.995495495495496
9838120 222 0 1
7603196 221 1 0.995495495495496
9846811 221 1 0.995495495495496
7567045 221 1 0.995495495495496
7564169 222 0 1
7535209 221 1 0.995495495495496
9840071 222 0 1
15732600 221 1 0.995495495495496
7607732 221 1 0.995495495495496
7606369 221 1 0.995495495495496
25940253 222 0 1
7549214 221 1 0.995495495495496
9837029 221 1 0.995495495495496
9848599 221 1 0.995495495495496
9845477 221 1 0.995495495495496
9835684 223 0 1
7606956 221 1 0.995495495495496
23651400 221 1 0.995495495495496
7535226 222 1 0.995515695067265
23645722 221 1 0.995495495495496
7566590 222 0 1
7603580 221 1 0.995495495495496
11815435 221 1 0.995495495495496
9835222 221 1 0.995495495495496
7604813 221 1 0.995495495495496
23653552 221 1 0.995495495495496
9839365 221 1 0.995495495495496
9835874 221 1 0.995495495495496
23892337 222 1 0.995515695067265
7608721 221 1 0.995495495495496
7537874 223 0 1
15730416 221 1 0.995495495495496
14506778 221 1 0.995495495495496
11815763 221 1 0.995495495495496
7612497 222 0 1
15734202 221 1 0.995495495495496
7619877 222 0 1
11815620 222 0 1
9837225 221 1 0.995495495495496
7605747 221 1 0.995495495495496
7628479 221 1 0.995495495495496
7573603 222 0 1
23894275 222 1 0.995515695067265
9844054 221 1 0.995495495495496
7607694 223 0 1
7548528 221 1 0.995495495495496
7614086 221 1 0.995495495495496
11827608 221 1 0.995495495495496
9839634 222 0 1
7556016 222 0 1
7616417 222 1 0.995515695067265
9849057 221 1 0.995495495495496
7541473 222 1 0.995515695067265
9840741 221 1 0.995495495495496
9839958 222 0 1
11826762 221 1 0.995495495495496
21586512 221 1 0.995495495495496
7630190 222 0 1
7606042 222 0 1
7534855 221 1 0.995495495495496
7632777 222 0 1
7604781 222 0 1
7617493 221 1 0.995495495495496
7612377 222 1 0.995515695067265
9834600 222 0 1
23645625 221 1 0.995495495495496
7627366 222 0 1
7537652 222 0 1
7534415 223 0 1
14504449 221 1 0.995495495495496
7527451 222 1 0.995515695067265
9847165 221 1 0.995495495495496
14480872 221 1 0.995495495495496
7531490 221 1 0.995495495495496
14481081 221 1 0.995495495495496
7547695 221 1 0.995495495495496
7609777 221 1 0.995495495495496
7536450 221 1 0.995495495495496
7532197 221 1 0.995495495495496
11826175 221 1 0.995495495495496
9838403 221 1 0.995495495495496
9847042 221 1 0.995495495495496
7609051 221 1 0.995495495495496
23645675 221 1 0.995495495495496
7606774 222 0 1
7573112 221 1 0.995495495495496
7537611 222 0 1
7605265 221 1 0.995495495495496
11817788 221 1 0.995495495495496
11825914 221 1 0.995495495495496
9840420 222 0 1
7572029 223 0 1
7534127 221 1 0.995495495495496
23645692 222 0 1
9836754 222 0 1
7625736 222 0 1
7565594 221 1 0.995495495495496
7608313 221 1 0.995495495495496
7601665 221 1 0.995495495495496
7532753 222 0 1
7623152 221 1 0.995495495495496
7548876 222 0 1
7625481 221 1 0.995495495495496
7624064 222 1 0.995515695067265
7608368 221 1 0.995495495495496
7605769 222 1 0.995515695067265
7604812 222 1 0.995515695067265
11821602 221 1 0.995495495495496
7545652 221 1 0.995495495495496
7606219 222 0 1
11824265 222 0 1
9836953 221 1 0.995495495495496
11816757 222 0 1
7548721 221 1 0.995495495495496
9840482 222 1 0.995515695067265
7617022 221 1 0.995495495495496
11815329 222 0 1
11820638 221 1 0.995495495495496
19446236 222 1 0.995515695067265
11825360 223 0 1
7606582 222 0 1
9838861 221 1 0.995495495495496
11823226 221 1 0.995495495495496
7531765 222 0 1
11824832 222 0 1
11815224 221 1 0.995495495495496
7607353 222 0 1
7607698 221 1 0.995495495495496
15731761 221 1 0.995495495495496
15731713 221 1 0.995495495495496
7608635 222 1 0.995515695067265
11826387 222 0 1
11816086 221 1 0.995495495495496
15733412 221 1 0.995495495495496
7608574 222 0 1
7566211 221 1 0.995495495495496
11816000 222 0 1
7630204 221 1 0.995495495495496
7617514 222 0 1
7604969 223 0 1
7602877 221 1 0.995495495495496
7605552 222 0 1
7606362 221 1 0.995495495495496
11817730 221 1 0.995495495495496
11825812 223 0 1
11825891 222 0 1
11814649 222 1 0.995515695067265
9835889 222 0 1
11818518 221 1 0.995495495495496
15732988 222 0 1
11818352 222 0 1
7617308 221 1 0.995495495495496
7607737 221 1 0.995495495495496
14482576 222 0 1
7608314 221 1 0.995495495495496
7607369 222 0 1
11818214 221 1 0.995495495495496
7606218 221 1 0.995495495495496
7537541 223 0 1
14481605 221 1 0.995495495495496
14481600 221 1 0.995495495495496
7607809 222 1 0.995515695067265
14506249 221 1 0.995495495495496
15733428 221 1 0.995495495495496
9836095 221 1 0.995495495495496
11817818 222 1 0.995515695067265
7605499 222 0 1
14483169 221 1 0.995495495495496
14481655 221 1 0.995495495495496
19445301 222 0 1
11825367 222 0 1
19430896 221 1 0.995495495495496
14509242 221 1 0.995495495495496
7530384 220 1 0.995475113122172
7534765 221 0 1
7534596 221 0 1
7552533 220 1 0.995475113122172
7536072 221 0 1
7620032 221 0 1
7542999 221 0 1
7572618 222 0 1
7617313 220 1 0.995475113122172
7530899 221 1 0.995495495495496
7526444 220 1 0.995475113122172
7526195 220 1 0.995475113122172
7612763 221 0 1
7611879 220 1 0.995475113122172
7569017 220 1 0.995475113122172
7616133 220 1 0.995475113122172
9847824 220 1 0.995475113122172
7531301 220 1 0.995475113122172
7622824 220 1 0.995475113122172
7612283 221 0 1
7571285 220 1 0.995475113122172
7532876 222 0 1
7535580 220 1 0.995475113122172
7536780 220 1 0.995475113122172
9845437 221 0 1
7622544 220 1 0.995475113122172
7531115 221 0 1
9834797 221 0 1
9838893 220 1 0.995475113122172
7536716 221 0 1
7566633 220 1 0.995475113122172
9837696 221 0 1
7534611 220 1 0.995475113122172
7616961 221 0 1
9839577 220 1 0.995475113122172
7535758 220 1 0.995475113122172
19447684 220 1 0.995475113122172
11825942 220 1 0.995475113122172
7620469 220 1 0.995475113122172
7529103 221 0 1
14481497 220 1 0.995475113122172
7545192 220 1 0.995475113122172
7574578 221 1 0.995495495495496
14512044 220 1 0.995475113122172
7533606 222 0 1
9835293 220 1 0.995475113122172
7537970 221 0 1
7552016 221 0 1
7555904 221 0 1
7601374 220 1 0.995475113122172
9846068 220 1 0.995475113122172
7537488 220 1 0.995475113122172
7632171 221 0 1
11814539 220 1 0.995475113122172
7536842 220 1 0.995475113122172
7601825 220 1 0.995475113122172
7632161 220 1 0.995475113122172
14312492 220 1 0.995475113122172
7531802 221 0 1
7541334 221 0 1
7534747 221 0 1
7533480 221 0 1
7554362 220 1 0.995475113122172
7574605 221 1 0.995495495495496
7527478 221 0 1
7533768 220 1 0.995475113122172
7533021 221 1 0.995495495495496
7535450 220 1 0.995475113122172
7533212 221 0 1
7535207 221 0 1
7617796 220 1 0.995475113122172
7601985 220 1 0.995475113122172
7527084 220 1 0.995475113122172
19449755 221 0 1
9841748 220 1 0.995475113122172
7574326 220 1 0.995475113122172
7614524 221 0 1
7603129 220 1 0.995475113122172
7614053 220 1 0.995475113122172
7602615 221 1 0.995495495495496
9848389 220 1 0.995475113122172
7561041 221 0 1
7603356 221 0 1
7603833 220 1 0.995475113122172
7602365 220 1 0.995475113122172
9837325 221 0 1
7628578 221 0 1
7527089 221 0 1
14313297 221 1 0.995495495495496
7571721 221 0 1
7556259 220 1 0.995475113122172
7536197 221 1 0.995495495495496
7602060 221 0 1
7562899 221 0 1
7535479 220 1 0.995475113122172
7529106 221 0 1
7532593 220 1 0.995475113122172
9843347 220 1 0.995475113122172
7553787 221 0 1
9837207 221 0 1
14312599 220 1 0.995475113122172
7606009 223 0 1
7532796 220 1 0.995475113122172
7602986 221 0 1
7631272 221 1 0.995495495495496
9835127 220 1 0.995475113122172
7611126 221 0 1
9847690 221 1 0.995495495495496
7574138 220 1 0.995475113122172
7531908 221 0 1
7545160 220 1 0.995475113122172
7569422 220 1 0.995475113122172
7534227 223 0 1
7606015 220 1 0.995475113122172
7533959 222 0 1
7607109 221 0 1
7536326 222 0 1
7563516 221 1 0.995495495495496
15734196 220 1 0.995475113122172
7533690 220 1 0.995475113122172
7626718 220 1 0.995475113122172
7545339 222 0 1
7541279 220 1 0.995475113122172
7604907 221 1 0.995495495495496
7606424 220 1 0.995475113122172
9845974 220 1 0.995475113122172
7572803 221 0 1
7608625 221 0 1
7537329 220 1 0.995475113122172
7532172 220 1 0.995475113122172
14313523 220 1 0.995475113122172
7536625 221 0 1
23653785 220 1 0.995475113122172
7534404 221 1 0.995495495495496
7536705 222 0 1
9836331 221 0 1
7630561 220 1 0.995475113122172
9836700 221 0 1
11824144 222 0 1
11826768 220 1 0.995475113122172
7604344 221 0 1
7545456 220 1 0.995475113122172
7531300 221 0 1
7608989 220 1 0.995475113122172
7605872 221 0 1
7533520 220 1 0.995475113122172
14313915 220 1 0.995475113122172
7601605 221 0 1
7628917 220 1 0.995475113122172
7570488 220 1 0.995475113122172
7532171 220 1 0.995475113122172
7616467 221 1 0.995495495495496
7526910 220 1 0.995475113122172
7626386 220 1 0.995475113122172
15733577 221 0 1
9839178 220 1 0.995475113122172
7531619 221 1 0.995495495495496
7533012 221 0 1
14313955 220 1 0.995475113122172
11821054 220 1 0.995475113122172
7604408 220 1 0.995475113122172
9840093 220 1 0.995475113122172
9848106 221 0 1
7624985 221 1 0.995495495495496
11814817 221 0 1
7533335 222 0 1
7536773 221 0 1
7529433 220 1 0.995475113122172
7551510 220 1 0.995475113122172
9845169 221 1 0.995495495495496
7556566 220 1 0.995475113122172
7532833 220 1 0.995475113122172
9838748 220 1 0.995475113122172
7529567 221 0 1
7614041 221 0 1
9839516 222 0 1
9839497 221 0 1
7608638 220 1 0.995475113122172
7573665 221 1 0.995495495495496
11826192 220 1 0.995475113122172
23645637 220 1 0.995475113122172
7559815 221 0 1
7603068 220 1 0.995475113122172
15733991 220 1 0.995475113122172
7560869 221 1 0.995495495495496
7534210 221 1 0.995495495495496
9836602 222 0 1
7529764 221 0 1
7548281 220 1 0.995475113122172
9842370 220 1 0.995475113122172
7601989 221 0 1
9837385 222 0 1
21585993 220 1 0.995475113122172
14313364 220 1 0.995475113122172
7618148 220 1 0.995475113122172
9848314 221 0 1
7632483 221 0 1
7551780 220 1 0.995475113122172
7533932 221 0 1
9847556 220 1 0.995475113122172
7531875 221 0 1
7554807 220 1 0.995475113122172
7531995 220 1 0.995475113122172
25938480 220 1 0.995475113122172
7545749 220 1 0.995475113122172
15728850 220 1 0.995475113122172
7622536 220 1 0.995475113122172
7608763 220 1 0.995475113122172
7563673 221 0 1
9840100 220 1 0.995475113122172
11814861 220 1 0.995475113122172
7609694 220 1 0.995475113122172
7532229 220 1 0.995475113122172
7602692 220 1 0.995475113122172
14508072 220 1 0.995475113122172
23652768 220 1 0.995475113122172
7614002 220 1 0.995475113122172
15729623 221 0 1
9848620 220 1 0.995475113122172
23651426 220 1 0.995475113122172
7628831 220 1 0.995475113122172
14483791 220 1 0.995475113122172
7604301 221 1 0.995495495495496
15730301 221 1 0.995495495495496
9840517 220 1 0.995475113122172
7555593 220 1 0.995475113122172
7608060 221 0 1
7529851 220 1 0.995475113122172
9848288 220 1 0.995475113122172
9845673 220 1 0.995475113122172
11826787 221 0 1
7626420 221 0 1
14314057 220 1 0.995475113122172
7604885 221 0 1
9847262 221 0 1
7608929 220 1 0.995475113122172
7573483 220 1 0.995475113122172
7613002 221 0 1
7533633 220 1 0.995475113122172
7570594 221 1 0.995495495495496
14482419 220 1 0.995475113122172
7533546 222 0 1
7534083 220 1 0.995475113122172
11824751 220 1 0.995475113122172
23899505 220 1 0.995475113122172
15733934 220 1 0.995475113122172
7570480 221 1 0.995495495495496
9847170 220 1 0.995475113122172
7551648 220 1 0.995475113122172
7621907 220 1 0.995475113122172
7537096 221 0 1
7621286 220 1 0.995475113122172
7624943 220 1 0.995475113122172
7535322 221 0 1
7569326 221 0 1
7544829 220 1 0.995475113122172
11815970 220 1 0.995475113122172
25941097 220 1 0.995475113122172
15729668 220 1 0.995475113122172
7534669 220 1 0.995475113122172
15730848 220 1 0.995475113122172
9836109 220 1 0.995475113122172
9835813 220 1 0.995475113122172
23899992 220 1 0.995475113122172
