coincidences discrepancies reprod_index
7534805 213 1 0.995327102803738
7602816 214 0 1
7608335 214 0 1
7607093 214 1 0.995348837209302
9846418 213 1 0.995327102803738
7534866 214 0 1
7525961 213 1 0.995327102803738
7552710 213 1 0.995327102803738
7542562 214 0 1
7564837 215 0 1
7623537 213 1 0.995327102803738
7603688 215 0 1
7537317 213 1 0.995327102803738
7573735 213 1 0.995327102803738
7561617 215 0 1
7631297 214 0 1
7526867 213 1 0.995327102803738
7564409 216 0 1
7536249 214 1 0.995348837209302
7571315 215 0 1
7552418 213 1 0.995327102803738
9835123 214 1 0.995348837209302
9843876 213 1 0.995327102803738
7530417 214 0 1
7574262 214 0 1
7617739 213 1 0.995327102803738
7532013 214 0 1
7622798 215 0 1
9847720 214 1 0.995348837209302
7626788 213 1 0.995327102803738
7622800 213 1 0.995327102803738
7543026 214 0 1
7531601 214 1 0.995348837209302
7533833 213 1 0.995327102803738
7527562 214 1 0.995348837209302
7536989 213 1 0.995327102803738
7533152 213 1 0.995327102803738
7612105 214 1 0.995348837209302
9846231 213 1 0.995327102803738
7533760 214 0 1
7631886 213 1 0.995327102803738
7573639 214 1 0.995348837209302
7612229 213 1 0.995327102803738
15729614 213 1 0.995327102803738
7618953 213 1 0.995327102803738
7544449 213 1 0.995327102803738
7607000 214 0 1
9846303 214 0 1
7568104 215 0 1
7624092 213 1 0.995327102803738
7530648 214 1 0.995348837209302
7532905 215 0 1
7599853 213 1 0.995327102803738
7562183 214 1 0.995348837209302
7543902 214 0 1
7612558 214 0 1
7535355 215 0 1
7602349 215 0 1
7618309 214 1 0.995348837209302
7614181 213 1 0.995327102803738
7630146 213 1 0.995327102803738
7571706 214 0 1
7602947 214 1 0.995348837209302
7537025 213 1 0.995327102803738
7567532 216 0 1
7532653 214 1 0.995348837209302
7625694 215 0 1
7601117 215 0 1
7631312 217 1 0.995412844036697
7545090 215 1 0.99537037037037
7627597 214 1 0.995348837209302
11823500 213 1 0.995327102803738
7625435 213 1 0.995327102803738
7625220 214 0 1
7611926 214 1 0.995348837209302
9843324 213 1 0.995327102803738
14314064 213 1 0.995327102803738
7545226 213 1 0.995327102803738
7617535 214 1 0.995348837209302
7613686 214 1 0.995348837209302
7630648 213 1 0.995327102803738
7630545 213 1 0.995327102803738
11824054 213 1 0.995327102803738
7602379 214 1 0.995348837209302
7612933 214 0 1
7606871 213 1 0.995327102803738
7612560 214 0 1
7619914 214 1 0.995348837209302
7620145 213 1 0.995327102803738
7626175 214 1 0.995348837209302
7563767 215 0 1
7532873 215 1 0.99537037037037
7606915 213 1 0.995327102803738
7545504 214 1 0.995348837209302
7620265 214 1 0.995348837209302
9847197 213 1 0.995327102803738
7564424 215 1 0.99537037037037
7600387 214 0 1
7565475 213 1 0.995327102803738
7620664 213 1 0.995327102803738
7536580 214 0 1
11814749 214 0 1
15733777 214 0 1
14508003 214 0 1
7572713 215 0 1
7626042 213 1 0.995327102803738
7535449 214 1 0.995348837209302
9845451 214 1 0.995348837209302
7550116 214 0 1
7558944 213 1 0.995327102803738
7602706 213 1 0.995327102803738
7535488 214 0 1
7623401 213 1 0.995327102803738
11823465 213 1 0.995327102803738
7562364 214 0 1
7549151 214 0 1
7625938 216 0 1
7627600 215 0 1
7534885 214 1 0.995348837209302
7559869 213 1 0.995327102803738
7617753 214 1 0.995348837209302
9849073 213 1 0.995327102803738
7549988 214 0 1
7545586 216 0 1
7611687 213 1 0.995327102803738
7620871 213 1 0.995327102803738
7624999 213 1 0.995327102803738
7603094 214 1 0.995348837209302
23652716 213 1 0.995327102803738
7600273 213 1 0.995327102803738
7632717 213 1 0.995327102803738
7599948 213 1 0.995327102803738
7526583 213 1 0.995327102803738
7627322 213 1 0.995327102803738
7574017 214 1 0.995348837209302
7560527 216 0 1
7558111 214 0 1
7527432 213 1 0.995327102803738
7569224 214 0 1
7623697 215 1 0.99537037037037
7569734 215 0 1
7625083 213 1 0.995327102803738
7603454 214 1 0.995348837209302
7625204 213 1 0.995327102803738
7604321 214 0 1
7612695 213 1 0.995327102803738
9839769 213 1 0.995327102803738
7625058 213 1 0.995327102803738
9840454 214 0 1
7535605 214 0 1
7541091 214 1 0.995348837209302
7632668 214 1 0.995348837209302
9845880 214 1 0.995348837209302
23653740 216 0 1
7631943 215 0 1
7535362 213 1 0.995327102803738
11827473 214 0 1
7553146 214 1 0.995348837209302
7563603 214 1 0.995348837209302
9844472 213 1 0.995327102803738
23653367 213 1 0.995327102803738
14511387 214 1 0.995348837209302
7534990 214 0 1
7601120 213 1 0.995327102803738
14511180 213 1 0.995327102803738
11825677 213 1 0.995327102803738
7536160 213 1 0.995327102803738
9839779 214 0 1
7540891 214 1 0.995348837209302
7606993 214 1 0.995348837209302
14505916 213 1 0.995327102803738
7537490 214 1 0.995348837209302
7533778 214 1 0.995348837209302
7528316 213 0 1
7550134 214 0 1
7529172 214 0 1
7532539 212 1 0.995305164319249
7601831 212 1 0.995305164319249
7526095 214 0 1
7542396 213 1 0.995327102803738
7545328 212 1 0.995305164319249
9843573 212 1 0.995305164319249
7561434 213 1 0.995327102803738
7613816 212 1 0.995305164319249
7538963 212 1 0.995305164319249
7568704 213 0 1
7570611 213 0 1
7567950 213 1 0.995327102803738
7625244 214 0 1
7602327 212 1 0.995305164319249
7572216 214 0 1
7548510 213 1 0.995327102803738
7547016 212 1 0.995305164319249
7531803 214 0 1
7555399 214 0 1
7551267 213 0 1
7544954 212 1 0.995305164319249
7625644 213 1 0.995327102803738
7527781 212 1 0.995305164319249
7572841 212 1 0.995305164319249
7535944 212 1 0.995305164319249
7559802 213 1 0.995327102803738
7568700 212 1 0.995305164319249
7627543 212 1 0.995305164319249
7530830 212 1 0.995305164319249
7626974 214 0 1
7547105 213 1 0.995327102803738
7541162 212 1 0.995305164319249
7625623 214 1 0.995348837209302
7573115 212 1 0.995305164319249
7532039 212 1 0.995305164319249
7572893 212 1 0.995305164319249
7552289 213 0 1
9846196 212 1 0.995305164319249
7568873 213 0 1
7564555 213 0 1
7544667 214 0 1
7624719 213 1 0.995327102803738
7569327 213 1 0.995327102803738
7548071 212 1 0.995305164319249
7527139 214 0 1
7626082 212 1 0.995305164319249
7553774 214 0 1
7547604 212 1 0.995305164319249
7568976 213 0 1
7529028 213 1 0.995327102803738
7612777 213 1 0.995327102803738
7545545 213 0 1
7529274 214 1 0.995348837209302
7555555 212 1 0.995305164319249
7540639 214 1 0.995348837209302
7539803 212 1 0.995305164319249
7530176 212 1 0.995305164319249
7526519 213 0 1
7550062 214 0 1
7532401 212 1 0.995305164319249
7572572 212 1 0.995305164319249
7536556 214 0 1
7526422 213 0 1
7630836 212 1 0.995305164319249
7556550 214 0 1
7600221 213 0 1
7538719 213 0 1
7528034 212 1 0.995305164319249
7526657 213 0 1
7565640 212 1 0.995305164319249
7538550 212 1 0.995305164319249
7536749 212 1 0.995305164319249
7626402 212 1 0.995305164319249
7529184 214 0 1
9844402 213 0 1
7572760 213 1 0.995327102803738
7603083 214 0 1
7531818 212 1 0.995305164319249
7538390 213 1 0.995327102803738
7547653 213 1 0.995327102803738
7626961 212 1 0.995305164319249
25938223 213 1 0.995327102803738
7532740 214 0 1
7553347 213 0 1
7618656 214 0 1
7568841 212 1 0.995305164319249
7527654 213 1 0.995327102803738
7574094 212 1 0.995305164319249
7569874 214 0 1
7532088 213 0 1
7528091 214 0 1
7534464 214 0 1
7556425 212 1 0.995305164319249
7528720 214 0 1
7573771 213 0 1
7543428 212 1 0.995305164319249
7629054 212 1 0.995305164319249
7533618 213 0 1
7627153 213 1 0.995327102803738
7536728 212 1 0.995305164319249
7540033 214 0 1
7534847 213 0 1
7532178 213 1 0.995327102803738
7533278 214 1 0.995348837209302
7555248 213 0 1
7528932 214 0 1
7531974 213 1 0.995327102803738
7528196 212 1 0.995305164319249
7531465 212 1 0.995305164319249
7534850 214 1 0.995348837209302
7525888 213 0 1
7567872 212 1 0.995305164319249
7538453 213 1 0.995327102803738
7612610 212 1 0.995305164319249
7603463 214 1 0.995348837209302
7619629 212 1 0.995305164319249
7574223 212 1 0.995305164319249
7551454 212 1 0.995305164319249
7528703 214 0 1
7546321 214 1 0.995348837209302
7604462 213 1 0.995327102803738
7573242 212 1 0.995305164319249
7546421 213 1 0.995327102803738
7564855 212 1 0.995305164319249
7551851 212 1 0.995305164319249
7555179 213 0 1
7531914 214 0 1
7630386 213 0 1
7544657 213 1 0.995327102803738
7533350 214 0 1
7557933 212 1 0.995305164319249
7558592 213 0 1
7560500 212 1 0.995305164319249
7540231 213 0 1
7556961 212 1 0.995305164319249
7538158 214 0 1
7602817 212 1 0.995305164319249
7567696 213 1 0.995327102803738
7532933 212 1 0.995305164319249
7531070 212 1 0.995305164319249
7565951 214 0 1
7553474 212 1 0.995305164319249
7538770 214 0 1
7631744 212 1 0.995305164319249
7536496 212 1 0.995305164319249
7563884 213 0 1
7530823 214 0 1
7536585 213 1 0.995327102803738
7571322 215 0 1
7573121 214 1 0.995348837209302
7545523 214 0 1
7546834 214 0 1
7602805 213 1 0.995327102803738
7612034 213 1 0.995327102803738
7531939 214 1 0.995348837209302
7535549 213 1 0.995327102803738
7601314 212 1 0.995305164319249
7602521 212 1 0.995305164319249
7602465 212 1 0.995305164319249
7574021 212 1 0.995305164319249
7540917 212 1 0.995305164319249
7535347 213 0 1
7545128 212 1 0.995305164319249
7615636 213 0 1
7559866 213 1 0.995327102803738
7628642 213 0 1
7536793 213 1 0.995327102803738
7626830 213 0 1
7627402 213 0 1
7567738 214 0 1
7531081 213 1 0.995327102803738
9839211 213 0 1
7532852 215 0 1
7569424 213 0 1
7569218 213 0 1
7526047 213 0 1
7622143 212 1 0.995305164319249
7533092 212 1 0.995305164319249
7536594 213 0 1
7624321 213 1 0.995327102803738
7604569 213 0 1
7533554 212 1 0.995305164319249
7553131 213 1 0.995327102803738
7603894 212 1 0.995305164319249
7534869 213 0 1
7565993 214 0 1
7607753 213 1 0.995327102803738
7562982 212 1 0.995305164319249
7601377 212 1 0.995305164319249
7541076 212 1 0.995305164319249
7626206 212 1 0.995305164319249
7601697 213 0 1
7536019 212 1 0.995305164319249
7616309 212 1 0.995305164319249
7615216 212 1 0.995305164319249
7528883 213 1 0.995327102803738
7611549 212 1 0.995305164319249
7532398 212 1 0.995305164319249
7632682 212 1 0.995305164319249
7605927 212 1 0.995305164319249
7600607 213 0 1
9835635 213 1 0.995327102803738
7555952 212 1 0.995305164319249
7553565 213 1 0.995327102803738
7631798 213 0 1
7610204 213 1 0.995327102803738
7624482 212 1 0.995305164319249
7539078 212 1 0.995305164319249
7539924 214 0 1
7537036 212 1 0.995305164319249
7602643 213 1 0.995327102803738
7530709 215 0 1
7534590 212 1 0.995305164319249
7530390 213 0 1
7530694 213 1 0.995327102803738
7533993 215 1 0.99537037037037
7600861 212 1 0.995305164319249
7612888 212 1 0.995305164319249
7625309 212 1 0.995305164319249
7622248 213 1 0.995327102803738
7570917 213 1 0.995327102803738
7630506 212 1 0.995305164319249
7603114 213 1 0.995327102803738
7570459 212 1 0.995305164319249
7632006 212 1 0.995305164319249
7624831 213 1 0.995327102803738
7613636 212 1 0.995305164319249
7538903 213 1 0.995327102803738
7604576 214 1 0.995348837209302
7607927 212 1 0.995305164319249
7562074 213 1 0.995327102803738
7622361 212 1 0.995305164319249
9842288 212 1 0.995305164319249
9844117 212 1 0.995305164319249
7602363 213 0 1
7536548 212 1 0.995305164319249
7626144 214 0 1
7606933 212 1 0.995305164319249
7602640 212 1 0.995305164319249
7534667 213 0 1
7624289 213 1 0.995327102803738
9837890 212 1 0.995305164319249
7612766 213 1 0.995327102803738
7625546 212 1 0.995305164319249
7626802 212 1 0.995305164319249
7600289 212 1 0.995305164319249
7623054 213 0 1
7534838 213 1 0.995327102803738
7557122 212 1 0.995305164319249
7526426 212 1 0.995305164319249
7627279 212 1 0.995305164319249
7532589 213 0 1
7622970 213 0 1
7599696 213 1 0.995327102803738
7534821 212 1 0.995305164319249
7628185 212 1 0.995305164319249
7605936 214 0 1
7536148 213 0 1
7628726 213 0 1
7539001 213 0 1
14313614 212 1 0.995305164319249
9843468 212 1 0.995305164319249
14313106 212 1 0.995305164319249
7568741 213 0 1
7626598 212 1 0.995305164319249
7546044 214 0 1
7610601 212 1 0.995305164319249
7535313 213 1 0.995327102803738
7528110 212 1 0.995305164319249
7547229 214 1 0.995348837209302
11821742 212 1 0.995305164319249
7536795 213 0 1
7567737 213 0 1
11825890 212 1 0.995305164319249
7608630 212 1 0.995305164319249
7535954 213 0 1
7620946 213 0 1
7611922 213 1 0.995327102803738
9836695 212 1 0.995305164319249
7599500 213 1 0.995327102803738
7619606 212 1 0.995305164319249
7574894 212 1 0.995305164319249
9846809 212 1 0.995305164319249
7599277 212 1 0.995305164319249
9839857 214 1 0.995348837209302
7603328 215 1 0.99537037037037
7626832 212 1 0.995305164319249
7540903 214 0 1
7616670 212 1 0.995305164319249
7604149 212 1 0.995305164319249
7543674 212 1 0.995305164319249
7536078 212 1 0.995305164319249
9839726 212 1 0.995305164319249
7569259 212 1 0.995305164319249
14314237 212 1 0.995305164319249
7540536 213 1 0.995327102803738
11822585 212 1 0.995305164319249
7547155 213 1 0.995327102803738
7565172 213 1 0.995327102803738
7623224 212 1 0.995305164319249
7610462 212 1 0.995305164319249
11823782 213 0 1
7623852 212 1 0.995305164319249
9844975 213 1 0.995327102803738
9846853 212 1 0.995305164319249
7600162 212 1 0.995305164319249
9845831 214 0 1
9837888 212 1 0.995305164319249
7535942 212 1 0.995305164319249
7626714 213 1 0.995327102803738
19443268 213 0 1
7630723 214 0 1
7536406 213 1 0.995327102803738
7555893 213 1 0.995327102803738
9838615 212 1 0.995305164319249
7631372 212 1 0.995305164319249
7611732 212 1 0.995305164319249
7537477 213 1 0.995327102803738
7620944 213 0 1
7601921 212 1 0.995305164319249
9840391 212 1 0.995305164319249
7608055 212 1 0.995305164319249
14481295 212 1 0.995305164319249
9839255 212 1 0.995305164319249
7606085 212 1 0.995305164319249
9844410 213 0 1
23645664 212 1 0.995305164319249
14509512 212 1 0.995305164319249
7537201 213 1 0.995327102803738
7562443 212 1 0.995305164319249
7629887 213 0 1
7541402 212 1 0.995305164319249
15733264 212 1 0.995305164319249
7628414 213 1 0.995327102803738
11824529 212 1 0.995305164319249
7606370 213 1 0.995327102803738
7557745 213 0 1
11821678 212 1 0.995305164319249
7599533 213 1 0.995327102803738
7530973 211 1 0.995283018867924
9834748 212 0 1
7618288 212 1 0.995305164319249
7530640 211 1 0.995283018867924
7538911 213 0 1
7549554 213 1 0.995327102803738
7544948 212 0 1
7527175 212 0 1
7557397 211 1 0.995283018867924
7529670 212 0 1
7526784 212 1 0.995305164319249
7616179 211 1 0.995283018867924
7545980 211 1 0.995283018867924
15729222 213 0 1
7542670 213 0 1
7530982 212 0 1
7554556 212 1 0.995305164319249
7545361 212 1 0.995305164319249
7541563 212 0 1
7528192 212 0 1
7538064 212 0 1
14506987 213 0 1
7571160 211 1 0.995283018867924
7570088 212 1 0.995305164319249
7574730 212 1 0.995305164319249
7566606 211 1 0.995283018867924
7548878 212 1 0.995305164319249
7573903 211 1 0.995283018867924
7621040 212 0 1
7541792 212 1 0.995305164319249
7623736 212 0 1
7632595 211 1 0.995283018867924
11824382 211 1 0.995283018867924
7544883 213 0 1
7535629 212 0 1
7554862 212 0 1
7542870 212 0 1
7550434 212 1 0.995305164319249
7601708 211 1 0.995283018867924
7531352 212 1 0.995305164319249
7530528 211 1 0.995283018867924
7558747 213 1 0.995327102803738
7535248 213 0 1
9836985 211 1 0.995283018867924
7620322 211 1 0.995283018867924
7561799 211 1 0.995283018867924
7549801 212 0 1
7530548 213 1 0.995327102803738
7539280 211 1 0.995283018867924
7559077 211 1 0.995283018867924
7616237 212 1 0.995305164319249
7630652 211 1 0.995283018867924
7561442 212 1 0.995305164319249
7564417 211 1 0.995283018867924
7566687 212 1 0.995305164319249
7526271 211 1 0.995283018867924
7561763 212 0 1
7531312 211 1 0.995283018867924
7556671 211 1 0.995283018867924
7544730 213 1 0.995327102803738
7630762 213 0 1
7569382 211 1 0.995283018867924
7575258 212 0 1
7560996 211 1 0.995283018867924
7533592 212 0 1
7530768 211 1 0.995283018867924
7616171 212 1 0.995305164319249
7564190 213 0 1
7535566 211 1 0.995283018867924
7604057 212 1 0.995305164319249
7601723 211 1 0.995283018867924
7545549 212 0 1
7561166 212 0 1
7611194 212 1 0.995305164319249
7568650 211 1 0.995283018867924
7540437 212 0 1
7532011 211 1 0.995283018867924
7528551 211 1 0.995283018867924
7531737 211 1 0.995283018867924
7632756 211 1 0.995283018867924
7559023 213 0 1
7559457 212 1 0.995305164319249
7532060 212 1 0.995305164319249
7549082 212 1 0.995305164319249
7533698 214 0 1
7612316 211 1 0.995283018867924
7564308 212 0 1
7602028 212 0 1
7530431 213 0 1
7627254 212 1 0.995305164319249
7571084 212 0 1
7601495 211 1 0.995283018867924
7557082 212 0 1
7567519 212 1 0.995305164319249
7602737 211 1 0.995283018867924
7600625 212 0 1
7575073 211 1 0.995283018867924
7534302 212 1 0.995305164319249
7573543 211 1 0.995283018867924
7628722 211 1 0.995283018867924
7552844 211 1 0.995283018867924
7567107 213 1 0.995327102803738
7573344 212 0 1
7538474 212 1 0.995305164319249
7535637 212 0 1
7537002 211 1 0.995283018867924
7534606 212 0 1
7551497 213 0 1
7532225 211 1 0.995283018867924
7554250 212 1 0.995305164319249
9847988 212 1 0.995305164319249
7530687 211 1 0.995283018867924
7549428 212 0 1
7552782 211 1 0.995283018867924
7544685 212 0 1
7622344 211 1 0.995283018867924
7624884 213 0 1
7616264 213 1 0.995327102803738
7630019 211 1 0.995283018867924
7548391 212 0 1
7527519 214 0 1
7619467 212 0 1
7606114 211 1 0.995283018867924
7631065 211 1 0.995283018867924
7602660 213 0 1
7539162 213 1 0.995327102803738
7556978 211 1 0.995283018867924
7619524 213 1 0.995327102803738
7612289 211 1 0.995283018867924
7631778 211 1 0.995283018867924
7628157 213 1 0.995327102803738
7526608 212 0 1
7604296 214 1 0.995348837209302
7529898 212 0 1
7532997 211 1 0.995283018867924
7549609 211 1 0.995283018867924
7619607 211 1 0.995283018867924
7531928 212 0 1
7539030 213 0 1
7564770 211 1 0.995283018867924
7535852 211 1 0.995283018867924
7558068 212 0 1
7573743 212 0 1
7567973 212 0 1
7530786 213 1 0.995327102803738
7619751 211 1 0.995283018867924
7574237 211 1 0.995283018867924
7629516 212 1 0.995305164319249
7632203 212 1 0.995305164319249
7530763 213 0 1
7602971 212 0 1
7574983 211 1 0.995283018867924
7614140 211 1 0.995283018867924
7540977 212 1 0.995305164319249
7566038 211 1 0.995283018867924
7559448 212 1 0.995305164319249
7621136 212 1 0.995305164319249
7631904 213 0 1
7611602 211 1 0.995283018867924
7569169 212 0 1
7632504 211 1 0.995283018867924
7534379 212 1 0.995305164319249
7535979 213 0 1
7534462 213 0 1
7545541 212 1 0.995305164319249
9837780 211 1 0.995283018867924
7532994 211 1 0.995283018867924
7604541 211 1 0.995283018867924
7561408 211 1 0.995283018867924
7566168 213 0 1
7535032 212 0 1
7600083 211 1 0.995283018867924
7530610 212 1 0.995305164319249
7562323 212 1 0.995305164319249
7532281 211 1 0.995283018867924
7559706 212 1 0.995305164319249
7545205 211 1 0.995283018867924
7530283 212 1 0.995305164319249
7570684 212 1 0.995305164319249
7532376 213 0 1
7556514 211 1 0.995283018867924
7574923 211 1 0.995283018867924
7529247 211 1 0.995283018867924
7531570 212 1 0.995305164319249
7570439 211 1 0.995283018867924
7567346 212 1 0.995305164319249
7631580 211 1 0.995283018867924
7532570 211 1 0.995283018867924
11824638 211 1 0.995283018867924
7545252 213 0 1
7628951 213 0 1
7536298 212 0 1
7560898 212 1 0.995305164319249
7531229 212 0 1
7568518 211 1 0.995283018867924
7546946 213 0 1
7560453 211 1 0.995283018867924
7536807 212 0 1
7526235 213 1 0.995327102803738
7570619 211 1 0.995283018867924
7526535 212 0 1
7623367 212 0 1
7612206 211 1 0.995283018867924
7565175 211 1 0.995283018867924
7562047 213 0 1
7623818 212 1 0.995305164319249
7536130 211 1 0.995283018867924
7552444 211 1 0.995283018867924
7529926 212 1 0.995305164319249
7560270 211 1 0.995283018867924
7627564 212 0 1
7528539 211 1 0.995283018867924
7532113 212 0 1
7604286 211 1 0.995283018867924
7535564 213 0 1
7528798 211 1 0.995283018867924
7632381 211 1 0.995283018867924
7552130 211 1 0.995283018867924
7548623 212 1 0.995305164319249
9846620 211 1 0.995283018867924
7554649 212 0 1
7562166 212 1 0.995305164319249
7528742 212 0 1
11821596 211 1 0.995283018867924
7527928 211 1 0.995283018867924
7527091 212 0 1
7617596 211 1 0.995283018867924
7547134 212 1 0.995305164319249
7612483 212 1 0.995305164319249
7605278 211 1 0.995283018867924
7602567 211 1 0.995283018867924
7560698 212 1 0.995305164319249
7567141 211 1 0.995283018867924
7532102 212 1 0.995305164319249
7620610 212 1 0.995305164319249
7601205 211 1 0.995283018867924
7528216 212 0 1
7527787 211 1 0.995283018867924
7532906 212 1 0.995305164319249
19444891 212 1 0.995305164319249
7605971 211 1 0.995283018867924
7526082 211 1 0.995283018867924
7608741 212 1 0.995305164319249
7605911 212 1 0.995305164319249
7526110 211 1 0.995283018867924
7569706 212 1 0.995305164319249
7563800 211 1 0.995283018867924
9843161 211 1 0.995283018867924
7534069 213 0 1
7526808 213 0 1
7548668 212 0 1
7529541 211 1 0.995283018867924
7554589 212 1 0.995305164319249
7537228 212 1 0.995305164319249
7601144 211 1 0.995283018867924
7525724 214 0 1
7529619 211 1 0.995283018867924
11825436 211 1 0.995283018867924
7530638 212 0 1
7550066 214 0 1
7540467 212 1 0.995305164319249
7626039 212 0 1
9845884 212 0 1
7542064 211 1 0.995283018867924
7606322 211 1 0.995283018867924
7535291 211 1 0.995283018867924
7624745 212 1 0.995305164319249
7624231 211 1 0.995283018867924
7534503 212 0 1
7528696 211 1 0.995283018867924
7626846 212 1 0.995305164319249
7567384 212 0 1
7605959 211 1 0.995283018867924
7537269 211 1 0.995283018867924
7544781 212 1 0.995305164319249
7559703 211 1 0.995283018867924
7612836 211 1 0.995283018867924
7558843 212 0 1
7545379 213 0 1
7526510 211 1 0.995283018867924
7541373 212 0 1
7536058 211 1 0.995283018867924
7528700 211 1 0.995283018867924
7526278 211 1 0.995283018867924
7626879 211 1 0.995283018867924
7552087 211 1 0.995283018867924
7631048 212 0 1
7532781 212 1 0.995305164319249
7572604 213 0 1
7535202 212 1 0.995305164319249
7603138 212 1 0.995305164319249
9836892 211 1 0.995283018867924
7605975 211 1 0.995283018867924
7630138 211 1 0.995283018867924
7529380 211 1 0.995283018867924
7603977 211 1 0.995283018867924
7619046 212 1 0.995305164319249
7600275 211 1 0.995283018867924
7560468 212 0 1
7625331 211 1 0.995283018867924
7534505 211 1 0.995283018867924
7632362 212 1 0.995305164319249
7615315 211 1 0.995283018867924
7574787 213 0 1
19449215 211 1 0.995283018867924
9844138 212 0 1
9849051 213 1 0.995327102803738
7613402 212 0 1
7606888 211 1 0.995283018867924
7563949 212 0 1
9847806 211 1 0.995283018867924
14314215 211 1 0.995283018867924
9834480 211 1 0.995283018867924
7623887 213 1 0.995327102803738
7571091 211 1 0.995283018867924
7632263 211 1 0.995283018867924
7535740 213 0 1
7630644 211 1 0.995283018867924
7605184 211 1 0.995283018867924
7627855 213 0 1
25938230 212 1 0.995305164319249
7535850 211 1 0.995283018867924
9839072 211 1 0.995283018867924
7571727 211 1 0.995283018867924
11814681 212 1 0.995305164319249
9840122 211 1 0.995283018867924
7606858 211 1 0.995283018867924
7535912 212 1 0.995305164319249
9841801 211 1 0.995283018867924
7601749 211 1 0.995283018867924
7606176 211 1 0.995283018867924
7528462 211 1 0.995283018867924
9846476 213 0 1
7603732 211 1 0.995283018867924
7612737 211 1 0.995283018867924
7541408 212 1 0.995305164319249
9835305 211 1 0.995283018867924
19444976 211 1 0.995283018867924
7600196 212 1 0.995305164319249
9840264 211 1 0.995283018867924
11814892 212 1 0.995305164319249
7534624 212 1 0.995305164319249
7536233 211 1 0.995283018867924
7535493 211 1 0.995283018867924
15730417 212 0 1
7556619 211 1 0.995283018867924
14506440 211 1 0.995283018867924
14481345 211 1 0.995283018867924
9847311 211 1 0.995283018867924
7599297 211 1 0.995283018867924
7535892 211 1 0.995283018867924
7622161 211 1 0.995283018867924
23653986 212 1 0.995305164319249
7621263 211 1 0.995283018867924
7573456 211 1 0.995283018867924
7572639 210 1 0.995260663507109
7531696 211 1 0.995283018867924
7526732 211 0 1
7629232 211 1 0.995283018867924
7555941 212 0 1
7551558 211 0 1
7558848 210 1 0.995260663507109
7532139 210 1 0.995260663507109
7574618 211 0 1
7528862 213 0 1
7529108 211 0 1
7538700 211 0 1
7530005 211 0 1
7560401 212 0 1
7555597 212 0 1
7529636 210 1 0.995260663507109
7532386 210 1 0.995260663507109
7541007 211 1 0.995283018867924
7547638 210 1 0.995260663507109
7626754 210 1 0.995260663507109
7631574 210 1 0.995260663507109
7541797 211 1 0.995283018867924
7557770 210 1 0.995260663507109
7625951 211 1 0.995283018867924
7529269 212 0 1
7552628 210 1 0.995260663507109
7561517 211 1 0.995283018867924
7529885 212 0 1
7573829 212 0 1
7540735 211 0 1
7540852 210 1 0.995260663507109
9836846 211 1 0.995283018867924
7631094 210 1 0.995260663507109
7610851 210 1 0.995260663507109
7568183 210 1 0.995260663507109
7532515 211 1 0.995283018867924
7543789 210 1 0.995260663507109
7603099 210 1 0.995260663507109
7622733 211 1 0.995283018867924
7526951 210 1 0.995260663507109
7527034 210 1 0.995260663507109
7574136 212 0 1
7548174 211 1 0.995283018867924
7546970 212 0 1
7542307 214 0 1
7601809 211 1 0.995283018867924
7532463 211 0 1
7535310 211 1 0.995283018867924
7571787 211 0 1
7549926 211 0 1
7526463 212 1 0.995305164319249
7528994 211 0 1
7548308 212 0 1
7556225 211 0 1
7529559 211 1 0.995283018867924
7625778 211 0 1
7605999 211 0 1
7527339 211 0 1
7619586 211 0 1
7544011 211 1 0.995283018867924
7541351 213 0 1
7528890 211 0 1
7526409 212 0 1
7562079 210 1 0.995260663507109
7530517 211 1 0.995283018867924
7533840 212 0 1
7554229 211 0 1
7550914 211 1 0.995283018867924
7574822 210 1 0.995260663507109
7545325 210 1 0.995260663507109
7547198 213 0 1
7539083 212 0 1
7543611 210 1 0.995260663507109
7529508 211 1 0.995283018867924
7532568 210 1 0.995260663507109
7611721 210 1 0.995260663507109
7570567 211 0 1
7574560 212 0 1
11822264 210 1 0.995260663507109
7530235 212 0 1
7527476 210 1 0.995260663507109
7559544 210 1 0.995260663507109
7573396 212 1 0.995305164319249
7529367 212 0 1
7528458 211 0 1
7613697 212 1 0.995305164319249
7545958 211 0 1
7574820 211 0 1
7533519 211 1 0.995283018867924
7561236 210 1 0.995260663507109
7532092 211 0 1
7540426 211 0 1
7570107 212 1 0.995305164319249
7632810 210 1 0.995260663507109
7564708 213 0 1
7625610 211 1 0.995283018867924
7542780 211 0 1
7551479 210 1 0.995260663507109
7568525 210 1 0.995260663507109
7526115 211 1 0.995283018867924
7536620 211 0 1
7532859 210 1 0.995260663507109
7538053 210 1 0.995260663507109
7564273 210 1 0.995260663507109
7601840 211 1 0.995283018867924
7556720 210 1 0.995260663507109
7571927 210 1 0.995260663507109
7532249 210 1 0.995260663507109
7530956 212 0 1
7552453 210 1 0.995260663507109
7603360 210 1 0.995260663507109
7566644 211 1 0.995283018867924
7526454 210 1 0.995260663507109
7605646 210 1 0.995260663507109
7623283 211 1 0.995283018867924
7570387 211 0 1
7540495 211 0 1
7541247 210 1 0.995260663507109
7557761 211 0 1
7570091 212 0 1
7549293 211 0 1
7535136 214 0 1
7535414 210 1 0.995260663507109
7525953 212 0 1
